game_id,game_date,home_team,away_team,location,date,hour,game_string,away_score,home_score
401705105,12/01/2025,New York Knicks,Milwaukee Bucks,Madison Square Garden,12/01/2025,20:00 UTC,"Milwaukee Bucks vs New York Knicks @ Madison Square Garden, 2025-01-12 20:00 UTC",106.0,140.0
401705106,12/01/2025,Dallas Mavericks,Denver Nuggets,American Airlines Center,12/01/2025,20:00 UTC,"Denver Nuggets vs Dallas Mavericks @ American Airlines Center, 2025-01-12 20:00 UTC",112.0,101.0
401705107,12/01/2025,Chicago Bulls,Sacramento Kings,United Center,12/01/2025,20:30 UTC,"Sacramento Kings vs Chicago Bulls @ United Center, 2025-01-12 20:30 UTC",124.0,119.0
401705108,12/01/2025,Boston Celtics,New Orleans Pelicans,TD Garden,12/01/2025,23:00 UTC,"New Orleans Pelicans vs Boston Celtics @ TD Garden, 2025-01-12 23:00 UTC",119.0,120.0
401705109,12/01/2025,Cleveland Cavaliers,Indiana Pacers,Rocket Arena,12/01/2025,23:00 UTC,"Indiana Pacers vs Cleveland Cavaliers @ Rocket Arena, 2025-01-12 23:00 UTC",108.0,93.0
401705110,12/01/2025,Orlando Magic,Philadelphia 76ers,Kia Center,12/01/2025,23:00 UTC,"Philadelphia 76ers vs Orlando Magic @ Kia Center, 2025-01-12 23:00 UTC",99.0,104.0
401705111,12/01/2025,Washington Wizards,Oklahoma City Thunder,Capital One Arena,12/01/2025,23:00 UTC,"Oklahoma City Thunder vs Washington Wizards @ Capital One Arena, 2025-01-12 23:00 UTC",136.0,95.0
401705112,13/01/2025,Utah Jazz,Brooklyn Nets,Delta Center,13/01/2025,01:00 UTC,"Brooklyn Nets vs Utah Jazz @ Delta Center, 2025-01-13 01:00 UTC",111.0,112.0
401705113,13/01/2025,Phoenix Suns,Charlotte Hornets,PHX Arena,13/01/2025,02:00 UTC,"Charlotte Hornets vs Phoenix Suns @ PHX Arena, 2025-01-13 02:00 UTC",113.0,120.0
401705114,14/01/2025,Washington Wizards,Minnesota Timberwolves,Capital One Arena,14/01/2025,00:00 UTC,"Minnesota Timberwolves vs Washington Wizards @ Capital One Arena, 2025-01-14 00:00 UTC",120.0,106.0
401705115,14/01/2025,New York Knicks,Detroit Pistons,Madison Square Garden,14/01/2025,00:30 UTC,"Detroit Pistons vs New York Knicks @ Madison Square Garden, 2025-01-14 00:30 UTC",124.0,119.0
401705116,14/01/2025,Toronto Raptors,Golden State Warriors,Scotiabank Arena,14/01/2025,00:30 UTC,"Golden State Warriors vs Toronto Raptors @ Scotiabank Arena, 2025-01-14 00:30 UTC",101.0,104.0
401705117,14/01/2025,Houston Rockets,Memphis Grizzlies,Toyota Center (Houston),14/01/2025,01:00 UTC,"Memphis Grizzlies vs Houston Rockets @ Toyota Center (Houston), 2025-01-14 01:00 UTC",118.0,120.0
401705118,14/01/2025,Los Angeles Lakers,San Antonio Spurs,crypto.com Arena,14/01/2025,03:30 UTC,"San Antonio Spurs vs Los Angeles Lakers @ crypto.com Arena, 2025-01-14 03:30 UTC",126.0,102.0
401705119,14/01/2025,LA Clippers,Miami Heat,Intuit Dome,14/01/2025,03:30 UTC,"Miami Heat vs LA Clippers @ Intuit Dome, 2025-01-14 03:30 UTC",98.0,109.0
401705120,15/01/2025,Indiana Pacers,Cleveland Cavaliers,Gainbridge Fieldhouse,15/01/2025,00:00 UTC,"Cleveland Cavaliers vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-01-15 00:00 UTC",127.0,117.0
401705121,15/01/2025,Philadelphia 76ers,Oklahoma City Thunder,Wells Fargo Center,15/01/2025,00:00 UTC,"Oklahoma City Thunder vs Philadelphia 76ers @ Wells Fargo Center, 2025-01-15 00:00 UTC",118.0,102.0
401705122,15/01/2025,Atlanta Hawks,Phoenix Suns,State Farm Arena,15/01/2025,00:30 UTC,"Phoenix Suns vs Atlanta Hawks @ State Farm Arena, 2025-01-15 00:30 UTC",117.0,122.0
401705123,15/01/2025,Chicago Bulls,New Orleans Pelicans,United Center,15/01/2025,01:00 UTC,"New Orleans Pelicans vs Chicago Bulls @ United Center, 2025-01-15 01:00 UTC",119.0,113.0
401705124,15/01/2025,Milwaukee Bucks,Sacramento Kings,Fiserv Forum,15/01/2025,01:00 UTC,"Sacramento Kings vs Milwaukee Bucks @ Fiserv Forum, 2025-01-15 01:00 UTC",115.0,130.0
401705125,15/01/2025,Dallas Mavericks,Denver Nuggets,American Airlines Center,15/01/2025,02:30 UTC,"Denver Nuggets vs Dallas Mavericks @ American Airlines Center, 2025-01-15 02:30 UTC",118.0,99.0
401705126,15/01/2025,Portland Trail Blazers,Brooklyn Nets,Moda Center,15/01/2025,03:00 UTC,"Brooklyn Nets vs Portland Trail Blazers @ Moda Center, 2025-01-15 03:00 UTC",132.0,114.0
401705127,16/01/2025,Philadelphia 76ers,New York Knicks,Wells Fargo Center,16/01/2025,00:00 UTC,"New York Knicks vs Philadelphia 76ers @ Wells Fargo Center, 2025-01-16 00:00 UTC",125.0,119.0
401705128,16/01/2025,Toronto Raptors,Boston Celtics,Scotiabank Arena,16/01/2025,00:30 UTC,"Boston Celtics vs Toronto Raptors @ Scotiabank Arena, 2025-01-16 00:30 UTC",97.0,110.0
401705129,16/01/2025,Chicago Bulls,Atlanta Hawks,United Center,16/01/2025,01:00 UTC,"Atlanta Hawks vs Chicago Bulls @ United Center, 2025-01-16 01:00 UTC",110.0,94.0
401705130,16/01/2025,Milwaukee Bucks,Orlando Magic,Fiserv Forum,16/01/2025,01:00 UTC,"Orlando Magic vs Milwaukee Bucks @ Fiserv Forum, 2025-01-16 01:00 UTC",93.0,122.0
401705131,16/01/2025,Minnesota Timberwolves,Golden State Warriors,Target Center,16/01/2025,02:30 UTC,"Golden State Warriors vs Minnesota Timberwolves @ Target Center, 2025-01-16 02:30 UTC",116.0,115.0
401705132,16/01/2025,New Orleans Pelicans,Dallas Mavericks,Smoothie King Center,16/01/2025,01:00 UTC,"Dallas Mavericks vs New Orleans Pelicans @ Smoothie King Center, 2025-01-16 01:00 UTC",116.0,119.0
401705133,16/01/2025,San Antonio Spurs,Memphis Grizzlies,Frost Bank Center,16/01/2025,01:00 UTC,"Memphis Grizzlies vs San Antonio Spurs @ Frost Bank Center, 2025-01-16 01:00 UTC",129.0,115.0
401705134,16/01/2025,Denver Nuggets,Houston Rockets,Ball Arena,16/01/2025,02:00 UTC,"Houston Rockets vs Denver Nuggets @ Ball Arena, 2025-01-16 02:00 UTC",128.0,108.0
401705135,16/01/2025,Utah Jazz,Charlotte Hornets,Delta Center,16/01/2025,02:00 UTC,"Charlotte Hornets vs Utah Jazz @ Delta Center, 2025-01-16 02:00 UTC",117.0,112.0
401705136,16/01/2025,Los Angeles Lakers,Miami Heat,crypto.com Arena,16/01/2025,03:00 UTC,"Miami Heat vs Los Angeles Lakers @ crypto.com Arena, 2025-01-16 03:00 UTC",108.0,117.0
401705137,16/01/2025,LA Clippers,Brooklyn Nets,Intuit Dome,16/01/2025,03:30 UTC,"Brooklyn Nets vs LA Clippers @ Intuit Dome, 2025-01-16 03:30 UTC",67.0,126.0
401705138,17/01/2025,Detroit Pistons,Indiana Pacers,Little Caesars Arena,17/01/2025,00:00 UTC,"Indiana Pacers vs Detroit Pistons @ Little Caesars Arena, 2025-01-17 00:00 UTC",111.0,100.0
401705139,17/01/2025,Washington Wizards,Phoenix Suns,Capital One Arena,17/01/2025,00:00 UTC,"Phoenix Suns vs Washington Wizards @ Capital One Arena, 2025-01-17 00:00 UTC",130.0,123.0
401705140,17/01/2025,Oklahoma City Thunder,Cleveland Cavaliers,Paycom Center,17/01/2025,00:30 UTC,"Cleveland Cavaliers vs Oklahoma City Thunder @ Paycom Center, 2025-01-17 00:30 UTC",114.0,134.0
401705141,17/01/2025,Portland Trail Blazers,LA Clippers,Moda Center,17/01/2025,03:00 UTC,"LA Clippers vs Portland Trail Blazers @ Moda Center, 2025-01-17 03:00 UTC",118.0,89.0
401705142,17/01/2025,Sacramento Kings,Houston Rockets,Golden 1 Center,17/01/2025,03:00 UTC,"Houston Rockets vs Sacramento Kings @ Golden 1 Center, 2025-01-17 03:00 UTC",127.0,132.0
401705143,18/01/2025,Boston Celtics,Orlando Magic,TD Garden,18/01/2025,00:00 UTC,"Orlando Magic vs Boston Celtics @ TD Garden, 2025-01-18 00:00 UTC",94.0,121.0
401705144,18/01/2025,New York Knicks,Minnesota Timberwolves,Madison Square Garden,18/01/2025,00:30 UTC,"Minnesota Timberwolves vs New York Knicks @ Madison Square Garden, 2025-01-18 00:30 UTC",116.0,99.0
401705145,18/01/2025,Miami Heat,Denver Nuggets,Kaseya Center,18/01/2025,01:00 UTC,"Denver Nuggets vs Miami Heat @ Kaseya Center, 2025-01-18 01:00 UTC",133.0,113.0
401705146,18/01/2025,Milwaukee Bucks,Toronto Raptors,Fiserv Forum,18/01/2025,01:00 UTC,"Toronto Raptors vs Milwaukee Bucks @ Fiserv Forum, 2025-01-18 01:00 UTC",112.0,130.0
401705147,18/01/2025,New Orleans Pelicans,Utah Jazz,Smoothie King Center,18/01/2025,01:00 UTC,"Utah Jazz vs New Orleans Pelicans @ Smoothie King Center, 2025-01-18 01:00 UTC",123.0,136.0
401705148,18/01/2025,San Antonio Spurs,Memphis Grizzlies,Frost Bank Center,18/01/2025,02:30 UTC,"Memphis Grizzlies vs San Antonio Spurs @ Frost Bank Center, 2025-01-18 02:30 UTC",140.0,112.0
401705149,18/01/2025,Dallas Mavericks,Oklahoma City Thunder,American Airlines Center,18/01/2025,01:30 UTC,"Oklahoma City Thunder vs Dallas Mavericks @ American Airlines Center, 2025-01-18 01:30 UTC",98.0,106.0
401705150,18/01/2025,Chicago Bulls,Charlotte Hornets,United Center,18/01/2025,01:00 UTC,"Charlotte Hornets vs Chicago Bulls @ United Center, 2025-01-18 01:00 UTC",125.0,123.0
401705151,18/01/2025,Los Angeles Lakers,Brooklyn Nets,crypto.com Arena,18/01/2025,03:30 UTC,"Brooklyn Nets vs Los Angeles Lakers @ crypto.com Arena, 2025-01-18 03:30 UTC",101.0,102.0
401705152,18/01/2025,Detroit Pistons,Phoenix Suns,Little Caesars Arena,18/01/2025,21:00 UTC,"Phoenix Suns vs Detroit Pistons @ Little Caesars Arena, 2025-01-18 21:00 UTC",125.0,121.0
401705153,19/01/2025,Boston Celtics,Atlanta Hawks,TD Garden,19/01/2025,00:00 UTC,"Atlanta Hawks vs Boston Celtics @ TD Garden, 2025-01-19 00:00 UTC",119.0,115.0
401705154,19/01/2025,Indiana Pacers,Philadelphia 76ers,Gainbridge Fieldhouse,19/01/2025,00:00 UTC,"Philadelphia 76ers vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-01-19 00:00 UTC",102.0,115.0
401705155,19/01/2025,Golden State Warriors,Washington Wizards,Chase Center,19/01/2025,01:30 UTC,"Washington Wizards vs Golden State Warriors @ Chase Center, 2025-01-19 01:30 UTC",114.0,122.0
401705156,19/01/2025,Minnesota Timberwolves,Cleveland Cavaliers,Target Center,19/01/2025,02:00 UTC,"Cleveland Cavaliers vs Minnesota Timberwolves @ Target Center, 2025-01-19 02:00 UTC",124.0,117.0
401705157,19/01/2025,Portland Trail Blazers,Houston Rockets,Moda Center,19/01/2025,03:00 UTC,"Houston Rockets vs Portland Trail Blazers @ Moda Center, 2025-01-19 03:00 UTC",125.0,103.0
401705158,19/01/2025,Miami Heat,San Antonio Spurs,Kaseya Center,19/01/2025,20:00 UTC,"San Antonio Spurs vs Miami Heat @ Kaseya Center, 2025-01-19 20:00 UTC",107.0,128.0
401705159,19/01/2025,Orlando Magic,Denver Nuggets,Kia Center,19/01/2025,23:00 UTC,"Denver Nuggets vs Orlando Magic @ Kia Center, 2025-01-19 23:00 UTC",113.0,100.0
401705160,20/01/2025,Milwaukee Bucks,Philadelphia 76ers,Fiserv Forum,20/01/2025,00:00 UTC,"Philadelphia 76ers vs Milwaukee Bucks @ Fiserv Forum, 2025-01-20 00:00 UTC",109.0,123.0
401705161,20/01/2025,Oklahoma City Thunder,Brooklyn Nets,Paycom Center,20/01/2025,00:00 UTC,"Brooklyn Nets vs Oklahoma City Thunder @ Paycom Center, 2025-01-20 00:00 UTC",101.0,127.0
401705162,20/01/2025,LA Clippers,Los Angeles Lakers,Intuit Dome,20/01/2025,02:00 UTC,"Los Angeles Lakers vs LA Clippers @ Intuit Dome, 2025-01-20 02:00 UTC",102.0,116.0
401705163,20/01/2025,Portland Trail Blazers,Chicago Bulls,Moda Center,20/01/2025,02:00 UTC,"Chicago Bulls vs Portland Trail Blazers @ Moda Center, 2025-01-20 02:00 UTC",102.0,113.0
401705164,20/01/2025,Sacramento Kings,Washington Wizards,Golden 1 Center,20/01/2025,02:00 UTC,"Washington Wizards vs Sacramento Kings @ Golden 1 Center, 2025-01-20 02:00 UTC",100.0,123.0
401705165,20/01/2025,Charlotte Hornets,Dallas Mavericks,Spectrum Center,20/01/2025,17:00 UTC,"Dallas Mavericks vs Charlotte Hornets @ Spectrum Center, 2025-01-20 17:00 UTC",105.0,110.0
401705166,20/01/2025,Houston Rockets,Detroit Pistons,Toyota Center (Houston),20/01/2025,19:00 UTC,"Detroit Pistons vs Houston Rockets @ Toyota Center (Houston), 2025-01-20 19:00 UTC",107.0,96.0
401705167,20/01/2025,Memphis Grizzlies,Minnesota Timberwolves,FedExForum,20/01/2025,19:30 UTC,"Minnesota Timberwolves vs Memphis Grizzlies @ FedExForum, 2025-01-20 19:30 UTC",106.0,108.0
401705168,20/01/2025,New York Knicks,Atlanta Hawks,Madison Square Garden,20/01/2025,20:00 UTC,"Atlanta Hawks vs New York Knicks @ Madison Square Garden, 2025-01-20 20:00 UTC",110.0,119.0
401705169,20/01/2025,Cleveland Cavaliers,Phoenix Suns,Rocket Arena,20/01/2025,20:30 UTC,"Phoenix Suns vs Cleveland Cavaliers @ Rocket Arena, 2025-01-20 20:30 UTC",92.0,118.0
401705170,20/01/2025,Golden State Warriors,Boston Celtics,Chase Center,20/01/2025,22:00 UTC,"Boston Celtics vs Golden State Warriors @ Chase Center, 2025-01-20 22:00 UTC",125.0,85.0
401705171,21/01/2025,New Orleans Pelicans,Utah Jazz,Smoothie King Center,21/01/2025,01:00 UTC,"Utah Jazz vs New Orleans Pelicans @ Smoothie King Center, 2025-01-21 01:00 UTC",119.0,123.0
401705172,22/01/2025,Brooklyn Nets,New York Knicks,Barclays Center,22/01/2025,00:30 UTC,"New York Knicks vs Brooklyn Nets @ Barclays Center, 2025-01-22 00:30 UTC",99.0,95.0
401705173,22/01/2025,Miami Heat,Portland Trail Blazers,Kaseya Center,22/01/2025,00:30 UTC,"Portland Trail Blazers vs Miami Heat @ Kaseya Center, 2025-01-22 00:30 UTC",116.0,107.0
401705174,22/01/2025,Toronto Raptors,Orlando Magic,Scotiabank Arena,22/01/2025,00:30 UTC,"Orlando Magic vs Toronto Raptors @ Scotiabank Arena, 2025-01-22 00:30 UTC",93.0,109.0
401705175,22/01/2025,Denver Nuggets,Philadelphia 76ers,Ball Arena,22/01/2025,03:00 UTC,"Philadelphia 76ers vs Denver Nuggets @ Ball Arena, 2025-01-22 03:00 UTC",109.0,144.0
401705176,22/01/2025,Los Angeles Lakers,Washington Wizards,crypto.com Arena,22/01/2025,03:30 UTC,"Washington Wizards vs Los Angeles Lakers @ crypto.com Arena, 2025-01-22 03:30 UTC",88.0,111.0
401705177,21/01/2025,LA Clippers,Chicago Bulls,Intuit Dome,21/01/2025,03:30 UTC,"Chicago Bulls vs LA Clippers @ Intuit Dome, 2025-01-21 03:30 UTC",112.0,99.0
401705178,23/01/2025,Atlanta Hawks,Detroit Pistons,State Farm Arena,23/01/2025,00:30 UTC,"Detroit Pistons vs Atlanta Hawks @ State Farm Arena, 2025-01-23 00:30 UTC",114.0,104.0
401705179,23/01/2025,Brooklyn Nets,Phoenix Suns,Barclays Center,23/01/2025,00:30 UTC,"Phoenix Suns vs Brooklyn Nets @ Barclays Center, 2025-01-23 00:30 UTC",108.0,84.0
401705180,23/01/2025,Dallas Mavericks,Minnesota Timberwolves,American Airlines Center,23/01/2025,00:30 UTC,"Minnesota Timberwolves vs Dallas Mavericks @ American Airlines Center, 2025-01-23 00:30 UTC",115.0,114.0
401705181,23/01/2025,Houston Rockets,Cleveland Cavaliers,Toyota Center (Houston),23/01/2025,01:00 UTC,"Cleveland Cavaliers vs Houston Rockets @ Toyota Center (Houston), 2025-01-23 01:00 UTC",108.0,109.0
401705182,23/01/2025,Memphis Grizzlies,Charlotte Hornets,FedExForum,23/01/2025,01:00 UTC,"Charlotte Hornets vs Memphis Grizzlies @ FedExForum, 2025-01-23 01:00 UTC",120.0,132.0
401705184,23/01/2025,Oklahoma City Thunder,Utah Jazz,Paycom Center,23/01/2025,01:00 UTC,"Utah Jazz vs Oklahoma City Thunder @ Paycom Center, 2025-01-23 01:00 UTC",114.0,123.0
401705185,23/01/2025,Sacramento Kings,Golden State Warriors,Golden 1 Center,23/01/2025,03:00 UTC,"Golden State Warriors vs Sacramento Kings @ Golden 1 Center, 2025-01-23 03:00 UTC",117.0,123.0
401705186,23/01/2025,LA Clippers,Boston Celtics,Intuit Dome,23/01/2025,03:30 UTC,"Boston Celtics vs LA Clippers @ Intuit Dome, 2025-01-23 03:30 UTC",117.0,113.0
401705187,23/01/2025,Indiana Pacers,San Antonio Spurs,Accor Arena,23/01/2025,19:00 UTC,"San Antonio Spurs vs Indiana Pacers @ Accor Arena, 2025-01-23 19:00 UTC",140.0,110.0
401705188,24/01/2025,Orlando Magic,Portland Trail Blazers,Kia Center,24/01/2025,00:00 UTC,"Portland Trail Blazers vs Orlando Magic @ Kia Center, 2025-01-24 00:00 UTC",101.0,79.0
401705189,24/01/2025,Atlanta Hawks,Toronto Raptors,State Farm Arena,24/01/2025,00:30 UTC,"Toronto Raptors vs Atlanta Hawks @ State Farm Arena, 2025-01-24 00:30 UTC",122.0,119.0
401705190,24/01/2025,Milwaukee Bucks,Miami Heat,Fiserv Forum,24/01/2025,01:30 UTC,"Miami Heat vs Milwaukee Bucks @ Fiserv Forum, 2025-01-24 01:30 UTC",96.0,125.0
401705191,24/01/2025,Oklahoma City Thunder,Dallas Mavericks,Paycom Center,24/01/2025,01:00 UTC,"Dallas Mavericks vs Oklahoma City Thunder @ Paycom Center, 2025-01-24 01:00 UTC",121.0,115.0
401705192,24/01/2025,Denver Nuggets,Sacramento Kings,Ball Arena,24/01/2025,02:00 UTC,"Sacramento Kings vs Denver Nuggets @ Ball Arena, 2025-01-24 02:00 UTC",123.0,132.0
401705193,20/03/2025,Utah Jazz,Washington Wizards,Delta Center,20/03/2025,01:00 UTC,"Washington Wizards vs Utah Jazz @ Delta Center, 2025-03-20 01:00 UTC",112.0,128.0
401705194,24/01/2025,Golden State Warriors,Chicago Bulls,Chase Center,24/01/2025,03:00 UTC,"Chicago Bulls vs Golden State Warriors @ Chase Center, 2025-01-24 03:00 UTC",106.0,131.0
401705195,24/01/2025,Los Angeles Lakers,Boston Celtics,crypto.com Arena,24/01/2025,03:00 UTC,"Boston Celtics vs Los Angeles Lakers @ crypto.com Arena, 2025-01-24 03:00 UTC",96.0,117.0
401705196,25/01/2025,Charlotte Hornets,Portland Trail Blazers,Spectrum Center,25/01/2025,00:00 UTC,"Portland Trail Blazers vs Charlotte Hornets @ Spectrum Center, 2025-01-25 00:00 UTC",102.0,97.0
401705197,25/01/2025,Philadelphia 76ers,Cleveland Cavaliers,Wells Fargo Center,25/01/2025,00:00 UTC,"Cleveland Cavaliers vs Philadelphia 76ers @ Wells Fargo Center, 2025-01-25 00:00 UTC",129.0,132.0
401705198,25/01/2025,Memphis Grizzlies,New Orleans Pelicans,FedExForum,25/01/2025,01:00 UTC,"New Orleans Pelicans vs Memphis Grizzlies @ FedExForum, 2025-01-25 01:00 UTC",126.0,139.0
401705199,25/01/2025,San Antonio Spurs,Indiana Pacers,Accor Arena,25/01/2025,17:00 UTC,"Indiana Pacers vs San Antonio Spurs @ Accor Arena, 2025-01-25 17:00 UTC",136.0,98.0
401705200,25/01/2025,Minnesota Timberwolves,Denver Nuggets,Target Center,25/01/2025,20:00 UTC,"Denver Nuggets vs Minnesota Timberwolves @ Target Center, 2025-01-25 20:00 UTC",104.0,133.0
401705201,25/01/2025,Dallas Mavericks,Boston Celtics,American Airlines Center,25/01/2025,22:30 UTC,"Boston Celtics vs Dallas Mavericks @ American Airlines Center, 2025-01-25 22:30 UTC",122.0,107.0
401705202,25/01/2025,Brooklyn Nets,Miami Heat,Barclays Center,25/01/2025,23:00 UTC,"Miami Heat vs Brooklyn Nets @ Barclays Center, 2025-01-25 23:00 UTC",106.0,97.0
401705203,26/01/2025,Charlotte Hornets,New Orleans Pelicans,Spectrum Center,26/01/2025,00:00 UTC,"New Orleans Pelicans vs Charlotte Hornets @ Spectrum Center, 2025-01-26 00:00 UTC",92.0,123.0
401705204,26/01/2025,Orlando Magic,Detroit Pistons,Kia Center,26/01/2025,00:00 UTC,"Detroit Pistons vs Orlando Magic @ Kia Center, 2025-01-26 00:00 UTC",113.0,121.0
401705205,26/01/2025,Atlanta Hawks,Toronto Raptors,State Farm Arena,26/01/2025,00:30 UTC,"Toronto Raptors vs Atlanta Hawks @ State Farm Arena, 2025-01-26 00:30 UTC",117.0,94.0
401705206,26/01/2025,Cleveland Cavaliers,Houston Rockets,Rocket Arena,26/01/2025,00:30 UTC,"Houston Rockets vs Cleveland Cavaliers @ Rocket Arena, 2025-01-26 00:30 UTC",135.0,131.0
401705207,26/01/2025,New York Knicks,Sacramento Kings,Madison Square Garden,26/01/2025,00:30 UTC,"Sacramento Kings vs New York Knicks @ Madison Square Garden, 2025-01-26 00:30 UTC",120.0,143.0
401705208,26/01/2025,Chicago Bulls,Philadelphia 76ers,United Center,26/01/2025,01:00 UTC,"Philadelphia 76ers vs Chicago Bulls @ United Center, 2025-01-26 01:00 UTC",109.0,97.0
401705209,26/01/2025,Memphis Grizzlies,Utah Jazz,FedExForum,26/01/2025,01:00 UTC,"Utah Jazz vs Memphis Grizzlies @ FedExForum, 2025-01-26 01:00 UTC",103.0,125.0
401705210,26/01/2025,Golden State Warriors,Los Angeles Lakers,Chase Center,26/01/2025,01:30 UTC,"Los Angeles Lakers vs Golden State Warriors @ Chase Center, 2025-01-26 01:30 UTC",118.0,108.0
401705211,26/01/2025,Phoenix Suns,Washington Wizards,PHX Arena,26/01/2025,02:00 UTC,"Washington Wizards vs Phoenix Suns @ PHX Arena, 2025-01-26 02:00 UTC",109.0,119.0
401705212,26/01/2025,LA Clippers,Milwaukee Bucks,Intuit Dome,26/01/2025,03:30 UTC,"Milwaukee Bucks vs LA Clippers @ Intuit Dome, 2025-01-26 03:30 UTC",117.0,127.0
401705213,26/01/2025,Portland Trail Blazers,Oklahoma City Thunder,Moda Center,26/01/2025,23:00 UTC,"Oklahoma City Thunder vs Portland Trail Blazers @ Moda Center, 2025-01-26 23:00 UTC",118.0,108.0
401705214,28/01/2025,Charlotte Hornets,Los Angeles Lakers,Spectrum Center,28/01/2025,00:00 UTC,"Los Angeles Lakers vs Charlotte Hornets @ Spectrum Center, 2025-01-28 00:00 UTC",112.0,107.0
401705215,28/01/2025,Cleveland Cavaliers,Detroit Pistons,Rocket Arena,28/01/2025,00:00 UTC,"Detroit Pistons vs Cleveland Cavaliers @ Rocket Arena, 2025-01-28 00:00 UTC",91.0,110.0
401705216,28/01/2025,Boston Celtics,Houston Rockets,TD Garden,28/01/2025,00:30 UTC,"Houston Rockets vs Boston Celtics @ TD Garden, 2025-01-28 00:30 UTC",114.0,112.0
401705217,28/01/2025,Brooklyn Nets,Sacramento Kings,Barclays Center,28/01/2025,00:30 UTC,"Sacramento Kings vs Brooklyn Nets @ Barclays Center, 2025-01-28 00:30 UTC",110.0,96.0
401705218,28/01/2025,Miami Heat,Orlando Magic,Kaseya Center,28/01/2025,00:30 UTC,"Orlando Magic vs Miami Heat @ Kaseya Center, 2025-01-28 00:30 UTC",119.0,125.0
401705219,28/01/2025,New York Knicks,Memphis Grizzlies,Madison Square Garden,28/01/2025,00:30 UTC,"Memphis Grizzlies vs New York Knicks @ Madison Square Garden, 2025-01-28 00:30 UTC",106.0,143.0
401705220,28/01/2025,Toronto Raptors,New Orleans Pelicans,Scotiabank Arena,28/01/2025,00:30 UTC,"New Orleans Pelicans vs Toronto Raptors @ Scotiabank Arena, 2025-01-28 00:30 UTC",104.0,113.0
401705221,28/01/2025,Chicago Bulls,Denver Nuggets,United Center,28/01/2025,01:00 UTC,"Denver Nuggets vs Chicago Bulls @ United Center, 2025-01-28 01:00 UTC",121.0,129.0
401705222,28/01/2025,Minnesota Timberwolves,Atlanta Hawks,Target Center,28/01/2025,01:00 UTC,"Atlanta Hawks vs Minnesota Timberwolves @ Target Center, 2025-01-28 01:00 UTC",92.0,100.0
